Tarih,Yemek Adi,Fiyat,Maliyet,Hazirlanma Suresi,Garson
2025-11-13 17:37:38,Su,10,2,1,Garson Mehmet
2025-11-13 16:29:38,Ezogelin,40,12,3,Garson Ali
2025-11-13 12:35:38,Su,10,2,1,Garson Ayşe
2025-11-13 16:59:38,Beyti,160,70,9,Garson Ali
2025-11-13 20:31:38,Ayran,15,4,1,Garson Ali
2025-11-13 23:53:38,Beyti,160,70,9,Garson Ali
2025-11-13 11:44:38,Su,10,2,1,Garson Ayşe
2025-11-13 22:57:38,İskender,150,65,8,Garson Ali
2025-11-12 20:24:38,Kola,25,15,1,Garson Ali
2025-11-12 21:33:38,Beyti,160,70,9,Garson Ali
2025-11-12 22:12:38,Adana,140,60,7,Garson Ayşe
2025-11-12 22:54:38,Su,10,2,1,Garson Zeynep
2025-11-12 15:14:38,Adana,140,60,7,Garson Ali
2025-11-12 14:14:38,Adana,140,60,7,Garson Ayşe
2025-11-12 11:18:38,Künefe,80,35,5,Garson Ali
2025-11-12 11:26:38,Beyti,160,70,9,Garson Ali
2025-11-12 15:16:38,Su,10,2,1,Garson Ali
2025-11-12 19:01:38,Mercimek,40,12,3,Garson Zeynep
2025-11-12 16:09:38,Beyti,160,70,9,Garson Ali
2025-11-12 22:24:38,Beyti,160,70,9,Garson Ali
2025-11-12 15:29:38,Künefe,80,35,5,Garson Ayşe
2025-11-12 17:17:38,Beyti,160,70,9,Garson Mehmet
2025-11-12 11:49:38,Kola,25,15,1,Garson Ali
2025-11-12 20:56:38,İskender,150,65,8,Garson Ali
2025-11-12 18:55:38,Beyti,160,70,9,Garson Ali
2025-11-12 17:37:38,İskender,150,65,8,Garson Ali
2025-11-12 15:01:38,Künefe,80,35,5,Garson Ali
2025-11-12 20:38:38,Su,10,2,1,Garson Ali
2025-11-12 17:31:38,Beyti,160,70,9,Garson Ayşe
2025-11-12 21:09:38,Beyti,160,70,9,Garson Ayşe
2025-11-12 21:00:38,Kola,25,15,1,Garson Ayşe
2025-11-12 23:01:38,İskender,150,65,8,Garson Mehmet
2025-11-12 22:52:38,Su,10,2,1,Garson Ayşe
2025-11-12 20:50:38,Adana,140,60,7,Garson Ali
2025-11-12 20:01:38,Beyti,160,70,9,Garson Mehmet
2025-11-12 20:35:38,Beyti,160,70,9,Garson Ali
2025-11-12 22:21:38,İskender,150,65,8,Garson Ayşe
2025-11-12 16:39:38,Su,10,2,1,Garson Ali
2025-11-12 11:19:38,Adana,140,60,7,Garson Ayşe
2025-11-12 20:22:38,Su,10,2,1,Garson Ali
2025-11-12 21:14:38,Su,10,2,1,Garson Ali
2025-11-12 16:30:38,İskender,150,65,8,Garson Ali
2025-11-11 12:47:38,Ayran,15,4,1,Garson Ali
2025-11-11 18:04:38,Su,10,2,1,Garson Ayşe
2025-11-11 15:18:38,Beyti,160,70,9,Garson Ali
2025-11-11 18:08:38,Ezogelin,40,12,3,Garson Ali
2025-11-11 14:24:38,Adana,140,60,7,Garson Ali
2025-11-11 11:27:38,Ayran,15,4,1,Garson Ayşe
2025-11-11 22:09:38,İskender,150,65,8,Garson Ali
2025-11-11 11:27:38,Su,10,2,1,Garson Ayşe
2025-11-11 21:09:38,Beyti,160,70,9,Garson Ali
2025-11-11 16:21:38,Su,10,2,1,Garson Ayşe
2025-11-11 22:52:38,Kola,25,15,1,Garson Ali
2025-11-11 16:18:38,Adana,140,60,7,Garson Ali
2025-11-11 20:47:38,Su,10,2,1,Garson Ayşe
2025-11-11 16:59:38,İskender,150,65,8,Garson Zeynep
2025-11-11 19:14:38,Ezogelin,40,12,3,Garson Ali
2025-11-11 18:27:38,Su,10,2,1,Garson Mehmet
2025-11-11 16:56:38,Künefe,80,35,5,Garson Ayşe
2025-11-11 12:02:38,Su,10,2,1,Garson Ali
2025-11-11 13:23:38,Beyti,160,70,9,Garson Ayşe
2025-11-11 23:45:38,Su,10,2,1,Garson Ali
2025-11-11 16:37:38,Beyti,160,70,9,Garson Ali
2025-11-11 12:48:38,Beyti,160,70,9,Garson Ayşe
2025-11-11 12:30:38,Kola,25,15,1,Garson Mehmet
2025-11-11 21:00:38,Beyti,160,70,9,Garson Ali
2025-11-11 12:04:38,Beyti,160,70,9,Garson Ali
2025-11-11 17:31:38,Kola,25,15,1,Garson Ayşe
2025-11-11 13:29:38,Kola,25,15,1,Garson Mehmet
2025-11-11 12:37:38,Künefe,80,35,5,Garson Ali
2025-11-11 20:11:38,Ayran,15,4,1,Garson Ayşe
2025-11-11 11:52:38,Kola,25,15,1,Garson Mehmet
2025-11-10 11:42:38,Mercimek,40,12,3,Garson Ali
2025-11-10 20:49:38,Su,10,2,1,Garson Ali
2025-11-10 13:58:38,İskender,150,65,8,Garson Ali
2025-11-10 21:25:38,Su,10,2,1,Garson Ayşe
2025-11-10 18:31:38,Kola,25,15,1,Garson Ayşe
2025-11-10 21:54:38,Künefe,80,35,5,Garson Ali
2025-11-10 13:44:38,Mercimek,40,12,3,Garson Zeynep
2025-11-10 22:37:38,Su,10,2,1,Garson Ali
2025-11-10 12:24:38,İskender,150,65,8,Garson Ali
2025-11-10 22:44:38,Kola,25,15,1,Garson Ali
2025-11-10 22:49:38,İskender,150,65,8,Garson Ayşe
2025-11-10 16:27:38,Su,10,2,1,Garson Ayşe
2025-11-10 20:15:38,Kola,25,15,1,Garson Ali
2025-11-10 20:09:38,Künefe,80,35,5,Garson Mehmet
2025-11-10 17:45:38,Beyti,160,70,9,Garson Ayşe
2025-11-10 12:09:38,Beyti,160,70,9,Garson Ali
2025-11-10 13:32:38,Su,10,2,1,Garson Ayşe
2025-11-10 16:00:38,İskender,150,65,8,Garson Ayşe
2025-11-10 11:42:38,Adana,140,60,7,Garson Mehmet
2025-11-10 20:48:38,İskender,150,65,8,Garson Ali
2025-11-10 22:52:38,Beyti,160,70,9,Garson Ayşe
2025-11-10 20:39:38,Beyti,160,70,9,Garson Ali
2025-11-10 21:24:38,İskender,150,65,8,Garson Ali
2025-11-10 14:21:38,Su,10,2,1,Garson Ayşe
2025-11-10 12:44:38,Su,10,2,1,Garson Ali
2025-11-10 23:40:38,Künefe,80,35,5,Garson Ayşe
2025-11-10 21:36:38,Kola,25,15,1,Garson Ayşe
2025-11-10 13:32:38,Künefe,80,35,5,Garson Ayşe
2025-11-10 12:19:38,Kola,25,15,1,Garson Ali
2025-11-09 16:43:38,Su,10,2,1,Garson Ayşe
2025-11-09 15:40:38,Su,10,2,1,Garson Ali
2025-11-09 15:00:38,Künefe,80,35,5,Garson Ayşe
2025-11-09 17:09:38,Su,10,2,1,Garson Ali
2025-11-09 14:30:38,Beyti,160,70,9,Garson Ali
2025-11-09 22:15:38,Kola,25,15,1,Garson Ali
2025-11-09 14:55:38,Kola,25,15,1,Garson Zeynep
2025-11-09 16:33:38,İskender,150,65,8,Garson Ali
2025-11-09 17:37:38,Beyti,160,70,9,Garson Ayşe
2025-11-09 17:51:38,Su,10,2,1,Garson Mehmet
2025-11-09 12:22:38,Beyti,160,70,9,Garson Ali
2025-11-09 17:43:38,Beyti,160,70,9,Garson Ali
2025-11-09 22:49:38,Su,10,2,1,Garson Ayşe
2025-11-09 16:29:38,Su,10,2,1,Garson Ali
2025-11-09 17:51:38,Su,10,2,1,Garson Ali
2025-11-09 18:01:38,Su,10,2,1,Garson Ali
2025-11-09 18:22:38,Ayran,15,4,1,Garson Ali
2025-11-09 17:34:38,Beyti,160,70,9,Garson Ayşe
2025-11-09 18:44:38,Ayran,15,4,1,Garson Mehmet
2025-11-09 12:44:38,Beyti,160,70,9,Garson Mehmet
2025-11-09 12:53:38,Su,10,2,1,Garson Ali
2025-11-09 21:22:38,Beyti,160,70,9,Garson Ayşe
2025-11-09 17:42:38,İskender,150,65,8,Garson Mehmet
2025-11-09 21:11:38,Beyti,160,70,9,Garson Mehmet
2025-11-09 20:58:38,Su,10,2,1,Garson Ali
2025-11-09 20:26:38,Kola,25,15,1,Garson Ayşe
2025-11-09 11:07:38,İskender,150,65,8,Garson Ali
2025-11-09 21:22:38,İskender,150,65,8,Garson Ali
2025-11-09 16:46:38,İskender,150,65,8,Garson Ayşe
2025-11-09 13:50:38,Kola,25,15,1,Garson Ali
2025-11-09 13:10:38,Adana,140,60,7,Garson Ali
2025-11-09 22:54:38,Su,10,2,1,Garson Ayşe
2025-11-09 20:01:38,İskender,150,65,8,Garson Mehmet
2025-11-09 18:29:38,Ayran,15,4,1,Garson Ali
2025-11-09 20:18:38,Kola,25,15,1,Garson Ayşe
2025-11-09 15:15:38,Ayran,15,4,1,Garson Ali
2025-11-09 14:06:38,Beyti,160,70,9,Garson Ayşe
2025-11-09 21:57:38,Ayran,15,4,1,Garson Ali
2025-11-09 18:15:38,Mercimek,40,12,3,Garson Ali
2025-11-09 15:51:38,Beyti,160,70,9,Garson Ayşe
2025-11-09 13:09:38,İskender,150,65,8,Garson Ali
2025-11-09 19:06:38,Beyti,160,70,9,Garson Ali
2025-11-09 18:10:38,Ayran,15,4,1,Garson Ali
2025-11-09 15:23:38,Su,10,2,1,Garson Ayşe
2025-11-09 23:28:38,İskender,150,65,8,Garson Ali
2025-11-09 14:19:38,Ezogelin,40,12,3,Garson Ali
2025-11-09 23:21:38,Künefe,80,35,5,Garson Ali
2025-11-09 15:42:38,Beyti,160,70,9,Garson Mehmet
2025-11-09 15:05:38,Künefe,80,35,5,Garson Ayşe
2025-11-09 15:40:38,Adana,140,60,7,Garson Ayşe
2025-11-09 14:50:38,Adana,140,60,7,Garson Ayşe
2025-11-09 12:20:38,Beyti,160,70,9,Garson Ayşe
2025-11-09 22:38:38,İskender,150,65,8,Garson Ali
2025-11-09 16:24:38,Mercimek,40,12,3,Garson Ayşe
2025-11-09 17:39:38,Su,10,2,1,Garson Ali
2025-11-09 22:18:38,Su,10,2,1,Garson Ayşe
2025-11-09 11:31:38,Su,10,2,1,Garson Zeynep
2025-11-09 18:14:38,Beyti,160,70,9,Garson Zeynep
2025-11-09 19:07:38,Su,10,2,1,Garson Ayşe
2025-11-09 13:56:38,Su,10,2,1,Garson Ayşe
2025-11-09 15:47:38,Kola,25,15,1,Garson Ayşe
2025-11-09 12:46:38,Beyti,160,70,9,Garson Ali
2025-11-09 11:42:38,Beyti,160,70,9,Garson Zeynep
2025-11-09 22:09:38,Mercimek,40,12,3,Garson Ali
2025-11-09 22:48:38,Su,10,2,1,Garson Ali
2025-11-09 21:23:38,Kola,25,15,1,Garson Ali
2025-11-09 16:58:38,Beyti,160,70,9,Garson Ayşe
2025-11-09 14:39:38,Beyti,160,70,9,Garson Mehmet
2025-11-09 19:13:38,Beyti,160,70,9,Garson Ali
2025-11-09 15:04:38,Beyti,160,70,9,Garson Zeynep
2025-11-09 22:38:38,Kola,25,15,1,Garson Ali
2025-11-09 21:46:38,Beyti,160,70,9,Garson Ali
2025-11-09 14:39:38,Beyti,160,70,9,Garson Ali
2025-11-09 19:53:38,Künefe,80,35,5,Garson Ali
2025-11-09 22:43:38,İskender,150,65,8,Garson Ali
2025-11-09 17:43:38,Su,10,2,1,Garson Mehmet
2025-11-09 18:47:38,Adana,140,60,7,Garson Zeynep
2025-11-09 19:19:38,Su,10,2,1,Garson Ali
2025-11-09 22:36:38,İskender,150,65,8,Garson Ali
2025-11-09 11:42:38,İskender,150,65,8,Garson Ayşe
2025-11-09 22:27:38,Beyti,160,70,9,Garson Zeynep
2025-11-09 17:46:38,Su,10,2,1,Garson Ali
2025-11-09 12:52:38,İskender,150,65,8,Garson Ali
2025-11-09 21:00:38,Beyti,160,70,9,Garson Ali
2025-11-09 18:11:38,Su,10,2,1,Garson Ayşe
2025-11-08 16:14:38,Su,10,2,1,Garson Ayşe
2025-11-08 23:03:38,Künefe,80,35,5,Garson Ali
2025-11-08 11:52:38,İskender,150,65,8,Garson Ayşe
2025-11-08 11:46:38,İskender,150,65,8,Garson Ayşe
2025-11-08 11:21:38,Kola,25,15,1,Garson Ali
2025-11-08 15:01:38,Su,10,2,1,Garson Ali
2025-11-08 15:51:38,Ayran,15,4,1,Garson Ali
2025-11-08 16:42:38,İskender,150,65,8,Garson Ali
2025-11-08 11:08:38,Su,10,2,1,Garson Zeynep
2025-11-08 14:50:38,Mercimek,40,12,3,Garson Ali
2025-11-08 14:43:38,Ayran,15,4,1,Garson Mehmet
2025-11-08 23:40:38,Su,10,2,1,Garson Ali
2025-11-08 18:18:38,İskender,150,65,8,Garson Zeynep
2025-11-08 13:33:38,Su,10,2,1,Garson Ayşe
2025-11-08 20:58:38,Su,10,2,1,Garson Ali
2025-11-08 20:05:38,Su,10,2,1,Garson Ayşe
2025-11-08 13:22:38,Künefe,80,35,5,Garson Ayşe
2025-11-08 22:28:38,Adana,140,60,7,Garson Mehmet
2025-11-08 16:41:38,İskender,150,65,8,Garson Ali
2025-11-08 16:49:38,İskender,150,65,8,Garson Ali
2025-11-08 18:32:38,Kola,25,15,1,Garson Ali
2025-11-08 15:58:38,İskender,150,65,8,Garson Ali
2025-11-08 18:43:38,Künefe,80,35,5,Garson Ali
2025-11-08 15:57:38,Su,10,2,1,Garson Ali
2025-11-08 15:25:38,İskender,150,65,8,Garson Ali
2025-11-08 14:01:38,Beyti,160,70,9,Garson Ali
2025-11-08 12:01:38,Beyti,160,70,9,Garson Ali
2025-11-08 23:16:38,Beyti,160,70,9,Garson Ayşe
2025-11-08 17:00:38,Kola,25,15,1,Garson Ali
2025-11-08 20:42:38,Beyti,160,70,9,Garson Ali
2025-11-08 19:57:38,Künefe,80,35,5,Garson Ali
2025-11-08 12:13:38,İskender,150,65,8,Garson Ali
2025-11-08 23:36:38,İskender,150,65,8,Garson Ali
2025-11-08 15:18:38,Su,10,2,1,Garson Ali
2025-11-08 20:20:38,Beyti,160,70,9,Garson Ali
2025-11-08 14:11:38,Beyti,160,70,9,Garson Ali
2025-11-08 18:48:38,İskender,150,65,8,Garson Ali
2025-11-08 23:14:38,Ezogelin,40,12,3,Garson Mehmet
2025-11-08 12:03:38,Su,10,2,1,Garson Ali
2025-11-08 18:37:38,Beyti,160,70,9,Garson Ayşe
2025-11-08 16:48:38,Su,10,2,1,Garson Ayşe
2025-11-08 11:34:38,İskender,150,65,8,Garson Ali
2025-11-08 21:56:38,Beyti,160,70,9,Garson Ali
2025-11-08 21:17:38,Künefe,80,35,5,Garson Ali
2025-11-08 11:27:38,Mercimek,40,12,3,Garson Ali
2025-11-08 20:56:38,Beyti,160,70,9,Garson Ali
2025-11-08 15:27:38,Beyti,160,70,9,Garson Mehmet
2025-11-08 19:35:38,Beyti,160,70,9,Garson Ayşe
2025-11-08 17:43:38,Beyti,160,70,9,Garson Ali
2025-11-08 14:49:38,Su,10,2,1,Garson Ali
2025-11-08 22:05:38,Ayran,15,4,1,Garson Mehmet
2025-11-08 16:03:38,Su,10,2,1,Garson Ali
2025-11-08 14:52:38,Beyti,160,70,9,Garson Ali
2025-11-08 20:22:38,Beyti,160,70,9,Garson Ayşe
2025-11-08 11:23:38,Beyti,160,70,9,Garson Ali
2025-11-08 12:02:38,İskender,150,65,8,Garson Ali
2025-11-08 16:38:38,İskender,150,65,8,Garson Ayşe
2025-11-08 13:19:38,Beyti,160,70,9,Garson Ayşe
2025-11-08 17:42:38,Beyti,160,70,9,Garson Ali
2025-11-08 15:30:38,Beyti,160,70,9,Garson Ayşe
2025-11-08 14:05:38,Mercimek,40,12,3,Garson Ali
2025-11-08 15:16:38,İskender,150,65,8,Garson Ali
2025-11-08 20:21:38,İskender,150,65,8,Garson Ali
2025-11-08 17:25:38,Adana,140,60,7,Garson Ali
2025-11-08 22:36:38,Kola,25,15,1,Garson Ali
2025-11-08 15:57:38,İskender,150,65,8,Garson Ali
2025-11-08 23:31:38,Su,10,2,1,Garson Ali
2025-11-08 21:12:38,Adana,140,60,7,Garson Ayşe
2025-11-08 19:36:38,Su,10,2,1,Garson Mehmet
2025-11-08 20:17:38,Beyti,160,70,9,Garson Ayşe
2025-11-08 16:40:38,İskender,150,65,8,Garson Ayşe
2025-11-08 19:30:38,Ayran,15,4,1,Garson Ayşe
2025-11-08 14:21:38,Adana,140,60,7,Garson Ayşe
2025-11-08 12:05:38,Su,10,2,1,Garson Ali
2025-11-08 13:42:38,Beyti,160,70,9,Garson Ali
2025-11-08 19:47:38,Ezogelin,40,12,3,Garson Mehmet
2025-11-08 12:54:38,Beyti,160,70,9,Garson Ali
2025-11-08 19:48:38,Beyti,160,70,9,Garson Ali
2025-11-08 12:00:38,Su,10,2,1,Garson Ali
2025-11-08 13:52:38,Beyti,160,70,9,Garson Ali
2025-11-07 15:07:38,Kola,25,15,1,Garson Ayşe
2025-11-07 20:41:38,Su,10,2,1,Garson Ayşe
2025-11-07 22:19:38,Künefe,80,35,5,Garson Ali
2025-11-07 20:21:38,Kola,25,15,1,Garson Ali
2025-11-07 22:36:38,Künefe,80,35,5,Garson Ali
2025-11-07 20:43:38,Kola,25,15,1,Garson Ali
2025-11-07 20:18:38,İskender,150,65,8,Garson Ali
2025-11-07 22:16:38,Beyti,160,70,9,Garson Ayşe
2025-11-07 19:12:38,Künefe,80,35,5,Garson Ali
2025-11-07 18:23:38,Adana,140,60,7,Garson Ali
2025-11-07 16:56:38,Ayran,15,4,1,Garson Ali
2025-11-07 15:17:38,Su,10,2,1,Garson Ayşe
2025-11-07 22:31:38,Ayran,15,4,1,Garson Ayşe
2025-11-07 19:25:38,Mercimek,40,12,3,Garson Ali
2025-11-07 17:42:38,Beyti,160,70,9,Garson Ali
2025-11-07 14:46:38,Adana,140,60,7,Garson Ali
2025-11-07 15:10:38,İskender,150,65,8,Garson Ali
2025-11-07 13:40:38,İskender,150,65,8,Garson Ayşe
2025-11-07 13:51:38,Beyti,160,70,9,Garson Ali
2025-11-07 21:14:38,Kola,25,15,1,Garson Ayşe
2025-11-07 20:51:38,Adana,140,60,7,Garson Ali
2025-11-07 21:59:38,İskender,150,65,8,Garson Ayşe
2025-11-07 14:49:38,Su,10,2,1,Garson Ayşe
2025-11-07 17:24:38,Beyti,160,70,9,Garson Ali
2025-11-07 15:30:38,Gavurdağı,60,20,3,Garson Ali
2025-11-06 12:01:38,Mercimek,40,12,3,Garson Mehmet
2025-11-06 18:10:38,Su,10,2,1,Garson Ali
2025-11-06 20:02:38,Kola,25,15,1,Garson Ayşe
2025-11-06 14:20:38,Künefe,80,35,5,Garson Ali
2025-11-06 13:52:38,İskender,150,65,8,Garson Ayşe
2025-11-06 11:43:38,Su,10,2,1,Garson Ali
2025-11-06 18:02:38,Su,10,2,1,Garson Ayşe
2025-11-06 18:01:38,İskender,150,65,8,Garson Ayşe
2025-11-06 13:29:38,Beyti,160,70,9,Garson Ayşe
2025-11-06 13:52:38,Beyti,160,70,9,Garson Ali
2025-11-06 19:06:38,İskender,150,65,8,Garson Ayşe
2025-11-06 16:54:38,Beyti,160,70,9,Garson Ali
2025-11-06 12:03:38,Künefe,80,35,5,Garson Ali
2025-11-06 17:58:38,İskender,150,65,8,Garson Ali
2025-11-06 13:49:38,Su,10,2,1,Garson Ali
2025-11-06 17:22:38,İskender,150,65,8,Garson Ali
2025-11-06 19:59:38,Beyti,160,70,9,Garson Ayşe
2025-11-06 22:55:38,Kola,25,15,1,Garson Ali
2025-11-06 13:58:38,Adana,140,60,7,Garson Ayşe
2025-11-06 20:40:38,Su,10,2,1,Garson Ali
2025-11-06 16:51:38,Adana,140,60,7,Garson Mehmet
2025-11-06 17:33:38,Adana,140,60,7,Garson Ali
2025-11-06 20:21:38,Kola,25,15,1,Garson Ayşe
2025-11-06 19:14:38,İskender,150,65,8,Garson Ayşe
2025-11-06 14:48:38,Mercimek,40,12,3,Garson Ayşe
2025-11-06 14:41:38,Su,10,2,1,Garson Mehmet
2025-11-05 20:50:38,İskender,150,65,8,Garson Ali
2025-11-05 23:33:38,Beyti,160,70,9,Garson Ali
2025-11-05 19:08:38,Beyti,160,70,9,Garson Ali
2025-11-05 19:38:38,Adana,140,60,7,Garson Ayşe
2025-11-05 22:41:38,İskender,150,65,8,Garson Zeynep
2025-11-05 11:33:38,İskender,150,65,8,Garson Mehmet
2025-11-05 11:21:38,Su,10,2,1,Garson Ali
2025-11-05 19:44:38,Kola,25,15,1,Garson Ayşe
2025-11-05 12:59:38,İskender,150,65,8,Garson Ali
2025-11-05 21:28:38,Kola,25,15,1,Garson Ali
2025-11-05 11:50:38,Beyti,160,70,9,Garson Mehmet
2025-11-05 13:38:38,İskender,150,65,8,Garson Mehmet
2025-11-05 14:20:38,Su,10,2,1,Garson Zeynep
2025-11-05 12:06:38,Beyti,160,70,9,Garson Ali
2025-11-05 20:52:38,Su,10,2,1,Garson Ali
2025-11-05 13:06:38,Su,10,2,1,Garson Ali
2025-11-05 21:35:38,Künefe,80,35,5,Garson Ali
2025-11-05 15:00:38,Beyti,160,70,9,Garson Ali
2025-11-05 20:30:38,Künefe,80,35,5,Garson Ali
2025-11-05 23:39:38,İskender,150,65,8,Garson Ali
2025-11-05 16:40:38,Adana,140,60,7,Garson Ayşe
2025-11-05 18:10:38,Su,10,2,1,Garson Mehmet
2025-11-05 16:01:38,Beyti,160,70,9,Garson Ayşe
2025-11-05 15:05:38,Ezogelin,40,12,3,Garson Ali
2025-11-05 17:38:38,Su,10,2,1,Garson Ali
2025-11-05 19:22:38,Su,10,2,1,Garson Ali
2025-11-05 16:14:38,Adana,140,60,7,Garson Ayşe
2025-11-04 19:19:38,Su,10,2,1,Garson Ali
2025-11-04 17:48:38,Kola,25,15,1,Garson Mehmet
2025-11-04 11:40:38,Su,10,2,1,Garson Ali
2025-11-04 17:05:38,Ayran,15,4,1,Garson Ali
2025-11-04 16:49:38,Mercimek,40,12,3,Garson Ali
2025-11-04 23:42:38,Kola,25,15,1,Garson Ayşe
2025-11-04 23:54:38,Su,10,2,1,Garson Ayşe
2025-11-04 20:38:38,Adana,140,60,7,Garson Ali
2025-11-04 21:43:38,Ayran,15,4,1,Garson Ali
2025-11-04 14:15:38,Su,10,2,1,Garson Ali
2025-11-04 17:54:38,Kola,25,15,1,Garson Ayşe
2025-11-04 20:10:38,Kola,25,15,1,Garson Ali
2025-11-04 19:24:38,Ayran,15,4,1,Garson Ali
2025-11-04 17:00:38,İskender,150,65,8,Garson Ali
2025-11-04 21:59:38,Beyti,160,70,9,Garson Ali
2025-11-04 14:23:38,Su,10,2,1,Garson Ali
2025-11-04 14:53:38,Beyti,160,70,9,Garson Ayşe
2025-11-04 18:50:38,Beyti,160,70,9,Garson Ali
2025-11-04 11:41:38,Beyti,160,70,9,Garson Ali
2025-11-04 21:23:38,Adana,140,60,7,Garson Ali
2025-11-03 18:17:38,İskender,150,65,8,Garson Ali
2025-11-03 11:20:38,Künefe,80,35,5,Garson Ayşe
2025-11-03 21:29:38,Su,10,2,1,Garson Ali
2025-11-03 15:04:38,Künefe,80,35,5,Garson Ayşe
2025-11-03 17:53:38,Beyti,160,70,9,Garson Ali
2025-11-03 11:05:38,İskender,150,65,8,Garson Ali
2025-11-03 23:58:38,İskender,150,65,8,Garson Ayşe
2025-11-03 22:32:38,Kola,25,15,1,Garson Ali
2025-11-03 13:22:38,Su,10,2,1,Garson Ali
2025-11-03 15:03:38,Su,10,2,1,Garson Ayşe
2025-11-03 18:08:38,Su,10,2,1,Garson Ali
2025-11-03 23:20:38,İskender,150,65,8,Garson Ayşe
2025-11-03 13:09:38,Beyti,160,70,9,Garson Ali
2025-11-03 15:29:38,Beyti,160,70,9,Garson Mehmet
2025-11-03 22:46:38,Mercimek,40,12,3,Garson Ali
2025-11-03 18:15:38,Kola,25,15,1,Garson Ayşe
2025-11-03 21:48:38,Adana,140,60,7,Garson Zeynep
2025-11-03 22:21:38,Beyti,160,70,9,Garson Ali
2025-11-03 11:09:38,İskender,150,65,8,Garson Ali
2025-11-03 19:09:38,Su,10,2,1,Garson Zeynep
2025-11-03 20:33:38,Künefe,80,35,5,Garson Ayşe
2025-11-03 22:21:38,İskender,150,65,8,Garson Ali
2025-11-03 12:22:38,Ayran,15,4,1,Garson Ali
2025-11-03 22:18:38,Ezogelin,40,12,3,Garson Ali
2025-11-03 22:24:38,Künefe,80,35,5,Garson Ali
2025-11-03 19:27:38,Mercimek,40,12,3,Garson Ali
2025-11-03 22:49:38,İskender,150,65,8,Garson Ali
2025-11-03 22:49:38,Beyti,160,70,9,Garson Mehmet
2025-11-03 20:18:38,Künefe,80,35,5,Garson Ali
2025-11-03 14:09:38,Kola,25,15,1,Garson Ali
2025-11-03 14:52:38,Beyti,160,70,9,Garson Zeynep
2025-11-02 13:37:38,Beyti,160,70,9,Garson Ayşe
2025-11-02 14:12:38,Beyti,160,70,9,Garson Ali
2025-11-02 14:04:38,Su,10,2,1,Garson Ali
2025-11-02 17:34:38,Beyti,160,70,9,Garson Zeynep
2025-11-02 15:16:38,Ayran,15,4,1,Garson Ali
2025-11-02 14:49:38,İskender,150,65,8,Garson Ayşe
2025-11-02 13:01:38,Kola,25,15,1,Garson Ali
2025-11-02 20:42:38,Künefe,80,35,5,Garson Ali
2025-11-02 15:06:38,Kola,25,15,1,Garson Ali
2025-11-02 22:05:38,Beyti,160,70,9,Garson Ayşe
2025-11-02 16:12:38,Beyti,160,70,9,Garson Ayşe
2025-11-02 20:56:38,Kola,25,15,1,Garson Ayşe
2025-11-02 23:28:38,Beyti,160,70,9,Garson Mehmet
2025-11-02 17:25:38,Beyti,160,70,9,Garson Ayşe
2025-11-02 23:54:38,İskender,150,65,8,Garson Ayşe
2025-11-02 17:50:38,İskender,150,65,8,Garson Ali
2025-11-02 18:07:38,Beyti,160,70,9,Garson Ayşe
2025-11-02 15:50:38,Beyti,160,70,9,Garson Ali
2025-11-02 16:11:38,Kola,25,15,1,Garson Ali
2025-11-02 23:27:38,Beyti,160,70,9,Garson Ali
2025-11-02 20:08:38,İskender,150,65,8,Garson Mehmet
2025-11-02 17:12:38,Su,10,2,1,Garson Ali
2025-11-02 23:24:38,Künefe,80,35,5,Garson Zeynep
2025-11-02 19:29:38,Adana,140,60,7,Garson Ali
2025-11-02 23:16:38,Su,10,2,1,Garson Ayşe
2025-11-02 19:33:38,Adana,140,60,7,Garson Ali
2025-11-02 23:10:38,İskender,150,65,8,Garson Ali
2025-11-02 23:53:38,Su,10,2,1,Garson Mehmet
2025-11-02 14:31:38,Ayran,15,4,1,Garson Ali
2025-11-02 22:18:38,Su,10,2,1,Garson Zeynep
2025-11-02 23:58:38,Künefe,80,35,5,Garson Ali
2025-11-02 11:44:38,Ayran,15,4,1,Garson Ali
2025-11-02 22:42:38,Künefe,80,35,5,Garson Ali
2025-11-02 18:14:38,İskender,150,65,8,Garson Ali
2025-11-02 13:17:38,Künefe,80,35,5,Garson Mehmet
2025-11-02 12:51:38,Mercimek,40,12,3,Garson Ali
2025-11-02 23:34:38,Ayran,15,4,1,Garson Ali
2025-11-02 22:48:38,Ezogelin,40,12,3,Garson Ayşe
2025-11-02 14:25:38,Su,10,2,1,Garson Ali
2025-11-02 22:47:38,İskender,150,65,8,Garson Ayşe
2025-11-02 23:28:38,Beyti,160,70,9,Garson Ali
2025-11-02 18:44:38,Su,10,2,1,Garson Ayşe
2025-11-02 15:26:38,Beyti,160,70,9,Garson Ali
2025-11-02 15:39:38,Künefe,80,35,5,Garson Ali
2025-11-02 19:23:38,Su,10,2,1,Garson Ali
2025-11-02 13:13:38,Mercimek,40,12,3,Garson Ali
2025-11-02 22:24:38,İskender,150,65,8,Garson Ali
2025-11-02 19:33:38,İskender,150,65,8,Garson Ali
2025-11-02 21:49:38,Beyti,160,70,9,Garson Ali
2025-11-02 22:30:38,Beyti,160,70,9,Garson Ali
2025-11-02 15:11:38,Su,10,2,1,Garson Ayşe
2025-11-02 12:06:38,Beyti,160,70,9,Garson Ayşe
2025-11-02 17:27:38,İskender,150,65,8,Garson Ali
